CVE-ID,Summary,Provided Nodes,Provided cpe,Inferred cpe,Inferred Product Name,Inferred Nodes,Inferred Nodes Confidence,LLM generated condition string
CVE-2024-23717,"In access_secure_service_from_temp_bond of btm_sec.cc, there is a possible way to achieve keystroke injection due to improper input validation. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:btm_sec.cc_project:btm_sec.cc:*:*:*:*:*:*:*:*""]]",btm_sec.cc,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:btm_sec.cc_project:btm_sec.cc:*:*:*:*:*:*:*:*'}]}]",none,access_secure_service_from_temp_bond < 3.0
CVE-2024-1696,"In Santesoft Sante FFT Imaging versions 1.4.1 and prior once a user opens a malicious DCM file on affected FFT Imaging installations, a local attacker could perform an out-of-bounds write, which could allow for arbitrary code execution.

",[],[],"[[""cpe:2.3:a:santesoft:fft_imaging:*:*:*:*:*:*:*:*""]]",Santesoft Sante FFT Imaging,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:santesoft:fft_imaging:*:*:*:*:*:*:*:*'}]}]",medium,version <= 1.4.1
CVE-2024-0053,"In getCustomPrinterIcon of PrintManagerService.java, there is a possible way to view other user's images due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:printmanagerservice.java:printmanagerservice.java:*:*:*:*:*:*:*:*""]]",PrintManagerService.java,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:printmanagerservice.java:printmanagerservice.java:*:*:*:*:*:*:*:*'}]}]",none,getCustomPrinterIcon < 3.0
CVE-2024-0052,"In multiple functions of healthconnect, there is a possible leakage of exercise route data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:healthconnect:healthconnect:*:*:*:*:*:*:*:*""]]",healthconnect,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:healthconnect:healthconnect:*:*:*:*:*:*:*:*'}]}]",none,healthconnect.exerciseRouteData.permissionCheck == false
CVE-2024-0051,"In onQueueFilled of SoftMPEG4.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:softmpeg4:softmpeg4:*:*:*:*:*:*:*:*""]]",SoftMPEG4,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:softmpeg4:softmpeg4:*:*:*:*:*:*:*:*'}]}]",none,onQueueFilled(SoftMPEG4.cpp) < 0
CVE-2024-0050,"In getConfig of SoftVideoDecoderOMXComponent.cpp, there is a possible out of bounds write due to a missing validation check. This could lead to a local non-security issue with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:softvideocodec:softvideocodec:*:*:*:*:*:*:*:*""]]",SoftVideoDecoderOMXComponent.cpp,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:softvideocodec:softvideocodec:*:*:*:*:*:*:*:*'}]}]",none,getConfig() && !validation_check()
CVE-2024-0049,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User  interaction is not needed for exploitation.",[],[],"[[""cpe:/a:multiple_locations""]]",multiple locations,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:/a:multiple_locations'}]}]",none,heap_buffer_overflow && local_escalation_of_privilege && !user_interaction_needed
CVE-2024-0048,"In Session of AccountManagerService.java, there is a possible method to retain foreground service privileges due to incorrect handling of null responses. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:accountmanagerservice.java:accountmanagerservice.java:*:*:*:*:*:*:*:*""]]",AccountManagerService.java,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:accountmanagerservice.java:accountmanagerservice.java:*:*:*:*:*:*:*:*'}]}]",none,Session.retainForegroundServicePrivileges && Session.handleNullResponses
CVE-2024-0047,"In writeUserLP of UserManagerService.java, device policies are serialized with an incorrect tag due to a logic error in the code. This could lead to local denial of service when policies are deserialized on reboot with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:usermanagerservice.java:usermanagerservice.java:*:*:*:*:*:*:*:*""]]",UserManagerService.java,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:usermanagerservice.java:usermanagerservice.java:*:*:*:*:*:*:*:*'}]}]",none,writeUserLP(device_policies) && incorrect_tag
CVE-2024-0046,"In installExistingPackageAsUser of InstallPackageHelper.java, there is a possible carrier restriction bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:installpackagehelper.java:installpackagehelper.java:*:*:*:*:*:*:*:*""]]",InstallPackageHelper.java,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:installpackagehelper.java:installpackagehelper.java:*:*:*:*:*:*:*:*'}]}]",none,installExistingPackageAsUser < 3.0
CVE-2024-0045,"In smp_proc_sec_req of smp_act.cc, there is a possible out of bounds read due to improper input validation. This could lead to remote (proximal/adjacent) information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:smp_act.cc_project:smp_act.cc:-:*:*:*:*:*:*:*""]]",smp_act.cc,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:smp_act.cc_project:smp_act.cc:-:*:*:*:*:*:*:*'}]}]",none,smp_proc_sec_req < 1
CVE-2024-0044,"In createSessionInternal of PackageInstallerService.java, there is a possible run-as any app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",[],[],"[[""cpe:2.3:a:packageinstallerservice.java:packageinstallerservice.java:*:*:*:*:*:*:*:*""]]",PackageInstallerService.java,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:packageinstallerservice.java:packageinstallerservice.java:*:*:*:*:*:*:*:*'}]}]",none,createSessionInternal < 3.0
CVE-2024-0039,"In attp_build_value_cmd of att_protocol.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",[],[],"[[""cpe:2.3:a:attp_build_value_cmd:attp_build_value_cmd:*:*:*:*:*:*:*:*""]]",attp_build_value_cmd,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:attp_build_value_cmd:attp_build_value_cmd:*:*:*:*:*:*:*:*'}]}]",none,att_protocol.cc < 1
CVE-2024-23612,"An improper error handling vulnerability in LabVIEW may result in remote code execution.  Successful exploitation requires an attacker to provide a user with a specially crafted VI.  This vulnerability affects LabVIEW 2024 Q1 and prior versions.

",[],[],"[[""cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*""]]",LabVIEW,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*'}]}]",high,version <= 2024.1
CVE-2024-23611,"An out of bounds write due to a missing bounds check in LabVIEW may result in remote code execution. Successful exploitation requires an attacker to provide a user with a specially crafted VI. This vulnerability affects LabVIEW 2024 Q1 and prior versions.

",[],[],"[[""cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*""]]",LabVIEW,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*'}]}]",high,version <= 2024.1
CVE-2024-23610,"An out of bounds write due to a missing bounds check in LabVIEW may result in remote code execution. Successful exploitation requires an attacker to provide a user with a specially crafted VI. This vulnerability affects LabVIEW 2024 Q1 and prior versions.


",[],[],"[[""cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*""]]",LabVIEW,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*'}]}]",high,version <= 2024.1
CVE-2024-23609,"An improper error handling vulnerability in LabVIEW may result in remote code execution.  Successful exploitation requires an attacker to provide a user with a specially crafted VI.  This vulnerability affects LabVIEW 2024 Q1 and prior versions.

",[],[],"[[""cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*""]]",LabVIEW,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*'}]}]",high,version <= 2024.1
CVE-2024-23608,"An out of bounds write due to a missing bounds check in LabVIEW may result in remote code execution.  Successful exploitation requires an attacker to provide a user with a specially crafted VI.  This vulnerability affects LabVIEW 2024 Q1 and prior versions.
",[],[],"[[""cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*""]]",LabVIEW,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:ni:labview:*:*:*:*:*:*:*:*'}]}]",high,version <= 2024.1
CVE-2024-0670,"Privilege escalation in windows agent plugin in Checkmk before 2.2.0p23, 2.1.0p40 and 2.0.0 (EOL) allows local user to escalate privileges",[],[],"[[""cpe:2.3:a:checkmk:checkmk:*:*:*:*:*:*:*:*""]]",Checkmk,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '2.2.0p23', 'cpe23Uri': 'cpe:2.3:a:checkmk:checkmk:*:*:*:*:*:*:*:*'}]}]",high,version < 2.2.0p23 || version < 2.1.0p40 || version < 2.0.0
CVE-2024-1441,"An off-by-one error flaw was found in the udevListInterfacesByStatus() function in libvirt when the number of interfaces exceeds the size of the `names` array. This issue can be reproduced by sending specially crafted data to the libvirt daemon, allowing an unprivileged client to perform a denial of service attack by causing the libvirt daemon to crash.",[],[],"[[""cpe:2.3:a:libvirt:libvirt:*:*:*:*:*:*:*:*""]]",libvirt,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:a:libvirt:libvirt:*:*:*:*:*:*:*:*'}]}]",high,number_of_interfaces > size_of_names_array
CVE-2024-2370,"Unrestricted file upload vulnerability in ManageEngine Desktop Central affecting version 9, build 90055. This vulnerability could allow a remote attacker to upload a malicious file to the system without any credentials provided.",[],[],"[[""cpe:2.3:a:manageengine:desktop_central:*:*:*:*:*:*:*:*""]]",ManageEngine Desktop Central,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '9', 'cpe23Uri': 'cpe:2.3:a:manageengine:desktop_central:*:*:*:*:*:*:*:*'}]}]",high,version < 9 || build < 90055
CVE-2024-28823,Amazon AWS aws-js-s3-explorer (aka AWS JavaScript S3 Explorer) 1.0.0 allows XSS via a crafted S3 bucket name to index.html.,[],[],"[[""cpe:2.3:a:amazon:aws_javascript_s3_explorer:*:*:*:*:*:*:*:*""]]",aws-js-s3-explorer,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '1.0.1', 'cpe23Uri': 'cpe:2.3:a:amazon:aws_javascript_s3_explorer:*:*:*:*:*:*:*:*'}]}]",medium,version < 1.0.1
CVE-2024-28816,Student Information Chatbot a0196ab allows SQL injection via the username to the login function in index.php.,[],[],"[[""cpe:2.3:a:student_information_chatbot:student_information_chatbot:*:*:*:*:*:*:*:*""]]",Student Information Chatbot,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:student_information_chatbot:student_information_chatbot:*:*:*:*:*:*:*:*'}]}]",none,a0196ab && username.contains('SQL injection')
CVE-2024-2365,A vulnerability classified as problematic was found in Musicshelf 1.0/1.1 on Android. Affected by this vulnerability is an unknown functionality of the file io\fabric\sdk\android\services\network\PinningTrustManager.java of the component SHA-1 Handler. The manipulation leads to password hash with insufficient computational effort. It is possible to launch the attack on the physical device. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The identifier VDB-256321 was assigned to this vulnerability.,[],[],"[[""cpe:2.3:a:musicshelf:musicshelf:1.0:*:*:*:*:*:*:*""]]",Musicshelf 1.0/1.1,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:musicshelf:musicshelf:1.0:*:*:*:*:*:*:*'}]}]",none,Musicshelf 1.0/1.1 && io\fabric\sdk\android\services\network\PinningTrustManager.java && SHA-1 Handler && password hash with insufficient computational effort
CVE-2024-2364,A vulnerability classified as problematic has been found in Musicshelf 1.0/1.1 on Android. Affected is an unknown function of the file androidmanifest.xml of the component Backup Handler. The manipulation leads to exposure of backup file to an unauthorized control sphere. It is possible to launch the attack on the physical device. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-256320.,[],[],"[[""cpe:2.3:a:musicshelf:musicshelf:1.0:*:*:*:*:android:*:*""]]",Musicshelf 1.0/1.1 on Android,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:musicshelf:musicshelf:1.0:*:*:*:*:android:*:*'}]}]",none,version <= 1.1
CVE-2024-2363,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in AOL AIM Triton 1.0.4. It has been declared as problematic. This vulnerability affects unknown code of the component Invite Handler. The manipulation of the argument CSeq leads to denial of service. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-256318 is the identifier assigned to this vulnerability. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,[],[],"[[""cpe:2.3:a:aol:aim_triton:*:*:*:*:*:*:*:*""]]",AOL AIM Triton,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:aol:aim_triton:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.0.4
CVE-2024-2314,"If kernel headers need to be extracted, bcc will attempt to load them from a temporary directory. An unprivileged attacker could use this to force bcc to load compromised linux headers. Linux distributions which provide kernel headers by default are not affected by default.",[],[],"[[""cpe:2.3:a:bcc_project:bcc:*:*:*:*:*:*:*:*""]]",bcc,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:bcc_project:bcc:*:*:*:*:*:*:*:*'}]}]",none,kernel_headers_extracted && !linux_distribution_provides_kernel_headers_by_default
CVE-2024-2313,"If kernel headers need to be extracted, bpftrace will attempt to load them from a temporary directory. An unprivileged attacker could use this to force bcc to load compromised linux headers. Linux distributions which provide kernel headers by default are not affected by default.",[],[],"[[""cpe:2.3:a:bpftrace_project:bpftrace:*:*:*:*:*:*:*:*""]]",bpftrace,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:bpftrace_project:bpftrace:*:*:*:*:*:*:*:*'}]}]",none,kernel_headers_extracted && !linux_distribution_provides_kernel_headers_by_default
CVE-2024-2355,A vulnerability has been found in keerti1924 Secret-Coder-PHP-Project 1.0 and classified as problematic. Affected by this vulnerability is an unknown functionality of the file /secret_coder.sql. The manipulation leads to inclusion of sensitive information in source code. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-256315. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,[],[],"[[""cpe:2.3:a:keerti1924:secret-coder-php-project:*:*:*:*:*:*:*:*""]]",keerti1924 Secret-Coder-PHP-Project,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:keerti1924:secret-coder-php-project:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.0 && /secret_coder.sql contains sensitive information
CVE-2024-2354,"A vulnerability, which was classified as problematic, was found in Dreamer CMS 4.1.3. Affected is an unknown function of the file /admin/menu/toEdit. The manipulation of the argument id leads to cross-site request forgery. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-256314 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",[],[],"[[""cpe:2.3:a:dreamer_cms_project:dreamer_cms:*:*:*:*:*:*:*:*""]]",Dreamer CMS,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:dreamer_cms_project:dreamer_cms:*:*:*:*:*:*:*:*'}]}]",medium,version <= 4.1.3
CVE-2024-2353,"A vulnerability, which was classified as critical, has been found in Totolink X6000R 9.4.0cu.852_20230719. This issue affects the function setDiagnosisCfg of the file /cgi-bin/cstecgi.cgi of the component shttpd. The manipulation of the argument ip leads to os command injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-256313 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",[],[],"[[""cpe:2.3:h:totolink:x6000r:setDiagnosisCfg(ip):*:*:*:*:*:*:*""]]",Totolink X6000R,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:h:totolink:x6000r:setDiagnosisCfg(ip):*:*:*:*:*:*:*'}]}]",high,setDiagnosisCfg(ip)
CVE-2024-28757,libexpat through 2.6.1 allows an XML Entity Expansion attack when there is isolated use of external parsers (created via XML_ExternalEntityParserCreate).,[],[],"[[""cpe:2.3:a:libexpat_project:libexpat:*:*:*:*:*:*:*:*""]]",libexpat,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '2.6.2', 'cpe23Uri': 'cpe:2.3:a:libexpat_project:libexpat:*:*:*:*:*:*:*:*'}]}]",high,version < 2.6.2
CVE-2024-2352,"A vulnerability, which was classified as critical, has been found in 1Panel up to 1.10.1-lts. Affected by this issue is the function baseApi.UpdateDeviceSwap of the file /api/v1/toolbox/device/update/swap. The manipulation of the argument Path with the input 123123123\nopen -a Calculator leads to command injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-256304.",[],[],"[[""cpe:2.3:a:1panel:1panel:*:*:*:*:*:*:*:*""]]",1Panel,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:1panel:1panel:*:*:*:*:*:*:*:*'}]}]",high,version <= 1.10.1-lts
CVE-2024-2351,A vulnerability classified as critical was found in CodeAstro Ecommerce Site 1.0. Affected by this vulnerability is an unknown functionality of the file action.php of the component Search. The manipulation of the argument cat_id/brand_id/keyword leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-256303.,[],[],"[[""cpe:2.3:a:codeastro:ecommerce_site:*:*:*:*:*:*:*:*""]]",CodeAstro Ecommerce Site,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:codeastro:ecommerce_site:*:*:*:*:*:*:*:*'}]}]",none,action.php && (cat_id || brand_id || keyword)
CVE-2024-2333,A vulnerability classified as critical has been found in CodeAstro Membership Management System 1.0. Affected is an unknown function of the file /add_members.php. The manipulation of the argument fullname leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-256284.,[],[],"[[""cpe:2.3:a:codeastro:membership_management_system:1.0:*:*:*:*:*:*:*""]]",CodeAstro Membership Management System 1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:codeastro:membership_management_system:1.0:*:*:*:*:*:*:*'}]}]",none,fullname in /add_members.php
CVE-2024-2332,A vulnerability was found in SourceCodester Online Mobile Management Store 1.0. It has been rated as critical. This issue affects some unknown processing of the file /admin/maintenance/manage_category.php of the component HTTP GET Request Handler. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-256283.,[],[],"[[""cpe:2.3:a:sourcecodestore:online_mobile_management_store:*:*:*:*:*:*:*:*""]]",SourceCodester Online Mobile Management Store,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:sourcecodestore:online_mobile_management_store:*:*:*:*:*:*:*:*'}]}]",none,id < 256283
CVE-2024-2331,A vulnerability was found in SourceCodester Tourist Reservation System 1.0. It has been declared as critical. This vulnerability affects the function ad_writedata of the file System.cpp. The manipulation of the argument ad_code leads to buffer overflow. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-256282 is the identifier assigned to this vulnerability.,[],[],"[[""cpe:2.3:a:sourcecodestar:tourist_reservation_system:*:*:*:*:*:*:*:*""]]",SourceCodester Tourist Reservation System,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:sourcecodestar:tourist_reservation_system:*:*:*:*:*:*:*:*'}]}]",none,ad_writedata(ad_code) < 256282
CVE-2024-1870,"The Colibri Page Builder plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the callActivateLicenseEndpoint function in all versions up to, and including, 1.0.260. This makes it possible for authenticated attackers, with subscriber access or higher, to update the license key.",[],[],"[[""cpe:2.3:a:colibri:colibri_page_builder:*:*:*:*:*:*:*:*""]]",Colibri Page Builder,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:colibri:colibri_page_builder:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.0.260
CVE-2024-2330,A vulnerability was found in Netentsec NS-ASG Application Security Gateway 6.3. It has been classified as critical. This affects an unknown part of the file /protocol/index.php. The manipulation of the argument IPAddr leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-256281 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,[],[],"[[""cpe:2.3:a:netentsec:application_security_gateway:*:*:*:*:*:*:*:*""]]",Netentsec NS-ASG Application Security Gateway,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:netentsec:application_security_gateway:*:*:*:*:*:*:*:*'}]}]",medium,IPAddr contains malicious SQL injection payload
CVE-2024-2329,A vulnerability was found in Netentsec NS-ASG Application Security Gateway 6.3 and classified as critical. Affected by this issue is some unknown functionality of the file /admin/list_resource_icon.php?action=delete. The manipulation of the argument IconId leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-256280. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,[],[],"[[""cpe:2.3:a:netentsec:application_security_gateway:*:*:*:*:*:*:*:*""]]",Netentsec NS-ASG Application Security Gateway,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:netentsec:application_security_gateway:*:*:*:*:*:*:*:*'}]}]",medium,IconId is vulnerable to SQL injection
CVE-2024-25501,An issue WinMail v.7.1 and v.5.1 and before allows a remote attacker to execute arbitrary code via a crafted script to the email parameter.,[],[],"[[""cpe:2.3:a:winmail_project:winmail:*:*:*:*:*:*:*:*""]]",WinMail,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '7.1', 'cpe23Uri': 'cpe:2.3:a:winmail_project:winmail:*:*:*:*:*:*:*:*'}]}]",medium,version < 7.1 || version < 5.1
CVE-2024-28089,Hitron CODA-4582 2AHKM-CODA4589 7.2.4.5.1b8 devices allow a remote attacker within Wi-Fi proximity (who has access to the router admin panel) to conduct a DOM-based stored XSS attack that can fetch remote resources. The payload is executed at index.html#advanced_location (aka the Device Location page). This can cause a denial of service or lead to information disclosure.,[],[],"[[""cpe:2.3:h:hitrontech:coda-4582u:*:*:*:*:*:*:*:*""]]",Hitron CODA-4582 2AHKM-CODA4589 7.2.4.5.1b8,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:h:hitrontech:coda-4582u:*:*:*:*:*:*:*:*'}]}]",medium,version <= 7.2.4.5.1b8
